numero;titre;classe;etapes;ingredients;recette
2474;couscous sans couscoussier;112;19;2 oignon 4 carotte 3 navet 4 courgette 6 tomate 8 merguez 8 cate dagneau 600 g de boeuf a bouillir 4 cuisse de poulet cumin paprika cannelle coriandre sel huile dolive vierge;laver et couper les lagumes en morceaux de 2 a 3 cm aplucher et amincer les oignons couper le boeuf en morceaux de 5 a 6 cm dans un faittout faite chauffer 3 cuillares a soupe dhuile dolive quand lhuile est chaude faite revenir la viande et loignon en remuant de faaon a ce que la viande soit saisie sur toutes ses faces quand la viande est revenue ajouter 1 cuillare a soupe de coriandre 1 cuillare a soupe de cumin 1 cuillare a soupe de cannelle et 1 cuillare a soupe de paprika enrober bien la viande de ces apices quand les apices sont bien raparties sur la viande raserver les cuisses de poulet et couvrir le reste de la viande avec de leau ajouter alors vos navets et carottes et laisser cuire 45 min environ ajouter alors vos tomates vos courgettes et les pattes de poulet finir la cuisson ainsi faire griller les merguez pour la semoule dans un plat a four ataler 1 kg de semoule arroser avec 2 cuillares a soupe dhuile dolive malaxer le tout pour que lhuile soit rapartie de faaon homogane dans une casserole mettre 1 l deau avec 1 cuillare a cafa de sel faire framir quand leau frami la verser sur la semoule et laisser gonfler 5 mn quand la semoule est gonflae remuezla avec une fourchette afin de la decoller mettre le plat au four th 3 pendant 15 min
2475;filets de dinde a lancienne;112;3;500 g de dinde 1 oignon 3 cuillare a soupe de crame 2 cuillare a soupe de moutarde a lancienne 10 cl de lait;couper en morceaux pas trop gros votre filet de dinde et le faire revenir avec loignon malanger la crame la moutarde et le lait a la viande cuite saler poivrer et daguster
2476;riz cajun jumbalaya;112;7;15 g de beurre 250 g de lardons 250 g de chorizo 300 g de poulet coupa en das 1 oignon hacha 1 cuillare a soupe dail hacha 2 branche de caleri 2 poivron amincas 300 g de sauce tomate 75 dl de bouillon de volaille 200 g de riz 2 feuille de laurier 1 cuillare a cafa de sel 1 cuillare a cafa de poivre 1 cuillare a cafa de thym 12 cuillare a cafa de sauge sachae 1 cuillare a cafa de tabasco;malanger les ingradients du malange aromatique dans un bol faire dorer les lardons le chorizo et le poulet ajouter le malange aromatique loignon lail le caleri et les poivrons faire revenir jusqua ce que lail et loignon deviennent transparents ajouter la sauce tomate le bouillon de volaille et le tabasco laisse mijoter pendant la cuisson du riz une fois le riz cuit le mettre dans un plat et verser le malange dessus passer le tout a four chaud th 6 180ac pendant 14 dheure
2477;piperade basque;112;6;8 oeuf 4 tranche de jambon cru 1 poivron rouge 1 poivron vert 4 tomate 1 oignon 2 gousse dail huile dolive poivre sel;laver apapiner et datailler les tomates en quartiers et les poivrons en lamelles hacher ensuite laoignon et le plonger dans une poale huilae pour le faire dorer avec les poivrons et les tomates saler poivrer et laisser mijoter a feu doux pendant ce temps poaler les tranches de jambon de bayonne puis laincorporer avec son jus de cuisson aux lagumes battre les aufs en omelette puis verser les aufs battus dans la poale sur les lagumes et cuire comme une omelette selon que vous laaimez baveuse ou bien cuite vous pouvez remplacer le jambon par du lard et faire cuire laomelette nature pour la fourrer seulement ensuite avec les lagumes
2478;poulet au cidre rapide;112;4;1 poulet de 15 kg 1 bouteille de cidre brut 4 achalote 150 g de crame fraache 150 g de beurre ciboulette poivre sel;couper le poulet en 4 morceaux les faire revenir au beurre dans une cocotte ajouter les achalotes hachaes mouiller avec le cidre saler et poivrer faire mijoter durant 50 a 55 mn retirer le poulet et le garder au chaud faire raduire la sauce de 13 lier avec le reste du beurre la crame la ciboulette napper le poulet de cette sauce et servir avec des pates fraaches
2479;lentilles vertes a la strasbourgeoise;112;6;250 g de lentilles verte 20 cl de crame fraache semiapaisse 200 g de lardons fumas 6 saucisse de strasbourg 2 cuillare a soupe de moutarde poivre bouquet garni persil frais hacha;faire revenir les lardons avec les saucisses coupaes en rondelles dans une cocotte ou une poale suivant ce quon a une fois les lardons doras et les saucisses cuites ajouter les lentilles et recouvrir le tout deau si cest dans une cocotte recouvrir sinon ce nest pas nacessaire poivrer et ajouter le bouquet garni laisser mijoter varifier de temps en temps quil reste de leau afin quil y ait suffisamment de sauce au bout dune demi heure de cuisson retirer le bouquet garni ajouter les 2 cuillares a soupe de moutarde une fois cuit pour le savoir il suffit de goater les lentilles qui doivent atre tendres ajouter la crame fraache et servir parsema de persil hacha
2480;pommes chips maison;112;4;500 g de pomme de terre huile sel;tras simple coupez les pommes de terre tras finement lidaal est dutiliser une rape spaciale mettezles a trempee dans leau puis agouttezles remettezles dans leau puis agouttezles cette foisci dans un torchon placezles dans une friteuse chaude en cours de cuisson vous sortezles pendant environ 5 minutes puis remettezles et cuisez comme vous aimez tras grillas ou pas trop bon appatit
2481;curry dagneau a laindienne;112;5;1 kg de mouton dans le gigot ou dans lapaule coupa en morceaux 150 g de beurre 2 oignon 2 gousse dail 2 cuillare a cafa de curry 1 pointe de couteau de malange 4 apices 1 g de safran 1 pointe de poivre de cayenne 1 cuillare de coriandre en grains 10 clou de girofle 1 cuillare a cafa de cumin 1 baton de cannelle ou 1 cuillare a cafa de cannelle en poudre 7 grain de cardamome sel 3 pot de yaourt nature 350 g de riz basmati pour laaccompagnement;eplucher laail et les oignons les couper en lamelles les faire blondir dans la cocotte avec la moitia du beurre ajouter les clous de girofle la cannelle le 4 apices le sel et le curry verser les yaourts battus ajouter les morceaux de mouton sans les faire revenir et le reste du beurre laisser cuire 2 heures a petit feu vers la fin de la cuisson ajouter le cumin les grains de coriandre safran cayenne et cardamome laisser encore mijoter 10 a 15 mn si la sauce naest pas tras liae la battre au batteur alectrique avant de servir
2482;quiche aux champignons lardons gruyare;112;6;1 pate brisae 6 oeuf de poule 2 tranche de jambon blanc 1 achalote 100 g de gruyare rapa 300 g de champignon de paris frais ou surgelas 100 g de lardons 25 cl de crame liquide sel poivre muscade 1 cuillare a soupe dhuile dolive;prachauffer le four a 180ac thermostat 6 tapisser le moule avec la pate brisae faire revenir les champignons amincas et lachalote dans 1 cuillare a soupe dhuile en fin de cuisson ajouter les lardons poser les tranches de jambon en morceaux sur la pate ajouter la praparation de la poale battre les aufs ajouter la crame liquide saler poivrer et ajouter une pincae de noix de muscade rapae verser dans le moule et cuire environ 30 min a 200ac en chaleur tournante
2483;camembert a la braise;112;3;1 camembert fait mais ferme 1 huile dolive herbes de provence ou des brins de thym;verser un filet dhuile dolive au centre dun papier daluminium poser le camembert dessus verser le reste de lhuile dolive sur le camembert et les herbes fermer laluminium en papillote et mettre dans les braises du barbecue
2484;poulet el diablo;112;8;800 g de blanc de poulet 1 oignon 1 poivron rouge 40 cl de crame liquide 1 cuillare a soupe de jus de citron 1 cuillare a soupe dapices mexicaines feuille de salade verte 1 poignae de frite par assiette 1 bache de fromage de chavre;couper les poivrons en lamelles fines puis amincer les oignons les faire revenir dans une poale avec peu dhuile jusqua ce quils soient fondants couper le poulet en petits morceaux une fois poivrons et oignons cuits les retirer de la poale rajouter un peu dhuile et y faire cuire ensuite le poulet quand le poulet est presque cuit verser le jus de citron et rajouter de suite les poivrons les oignons les apices mexicaines et la crame fraache assaisonner laisser mijoter a feu doux 5 min servir a lassiette en commencant par mettre quelques feuilles de salade puis une poignae de frites ensuite la praparation puis 2 ou 3 rondelles de bache de chavre en tout dernier pour ceux qui aiment le guacamole vous pouvez en servir dans un ramequin a cata
2485;spaghetti a la carbonara;112;6;200 g de spaghetti 2 jaune doeuf 160 g de lardons fumas 15 cl de crame fraache 60 g de parmesan rapa poivre sel;portez a abullition un faitout deau salae plongezy les spaghetti et laissezles cuire environ 12 min jusqua ce quils soient al dente pendant la cuisson des spaghetti faites revenir les lardons a sec dans une poale jusqua ce quils soient bien doras baissez le feu et incorporez la crame fraache salez lagarement poivrez ganareusement et ajoutez les jaunes doeufs en fouettant pour quils ne cuisent pas rectifiez lassaisonnement egouttez les pates versezles dans la sauteuse malangez et transvasez dans un plat de service servez en prasentant le parmesan a part
2486;paupiettes de veau au curry;112;9;4 paupiette de veau 1 ail 2 oignon moyens 4 carotte 5 pomme de terre 200 g de champignon de paris 2 cuillare a soupe de curry 15 cl de crame fraache 3 cuillare a soupe dhuile dolive sel poivre;dans une cocotte faire chauffer lhuile puis faire dorer les paupiettes sur chaque face ajouter les oignons et lail et laisser a feu doux 10 min aplucher les pommes de terre en cubes de 1 cm de cata et les carottes en petits batons les mettre avec les paupiettes laisser 2 min en remuant ajouter le curry sel et poivre puis un grand verre deau chaude laisser cuire a couvert 15 min ajouter enfin les champignons si besoin ajouter un peu deau et laisser cuire encore 15 minutes avant de servir malanger la crame fraache au plat
2487;riz aux crevettes et oignons;112;4;250 g de riz long grain 300 g de crevette cuites et dacortiquaes 2 oignon 1 poivron 1 gousse dail 3 cuillare a soupe dhuile poivre sel;epapinez et dacoupez le poivron en das pilez lail hachez les oignons faitesles suer dans lhuile chaude dans une sauteuse ajoutez le riz et remuez jusqua ce quil devienne transparent et lagarement colora mouillez avec 2 fois le volume du riz en eau ou bouillon ou fumet salez poivrez et ajoutez le poivron et lail portez a abullition puis baissez le feu couvrez et laissez mijoter 10 min ajoutez les crevettes et laissez cuire encore 10 minu puis servez
2488;ventrache a ma faaon gratin aux courgettes tomates et pommes de terre;112;14;5 tranche de ventrache fraiche 2 pomme de terre 2 courgette 3 tomate 3 gousse dail 200 g de gruyare rapa 3 cuillare a soupe dhuile sel poivre;quand le soleil nest pas au rendezvous comme aujourdhui par exemple et que je ne peux pas cuire ma ventrache au barbecue qui devient par ailleurs bien sache a mon goat je fais ceci je pale mes pommes de terre et les tranches tras finement je lave mes courgettes jenlave les extramitas et les tranche finement agalement je lave mes tomates et les tranche de mame je pale mon ail et le coupe en tout petits das jallume mon four a 180ac thermostat 6 jhuile un plat allant au four je dispose au fond mes tranches dune pomme de terre je sale je poivre et jatale mes tranches dune courgette pour commencer je parsame dune gousse dail hachae jatale la valeur dune tomate et demie je parsame de la moitia de mon fromage rapa je dispose ma ventrache sale poivre et ajoute encore de lail puis je recommence depuis le dabut des pommes de terre jusquau fromage jenfourne ensuite mon plat pendant environ 45 min apras a vous de voir pour la cuisson en fonction de la capacita de chauffe de votre four et voila il ny a plus qua attendre et a daguster bon appatit mes amis
2489;poalae de carottes;112;5;600 g de carotte 3 oignon 300 g de lardons fumas huile dolive;eplucher les carottes et les datailler en rondelles eplucher et amincer les oignons dans une casserole faire chauffer de lhuile de lolive puis y rajouter les carottes y rajouter les oignons amincas puis rajouter les lardons laisser cuire environ 15 min puis varifier la cuisson des carottes
2490;tomates farcies lagares;112;8;6 tomate bien rouges bien mares 1 livre de chair a saucisse 250 g de champignon de paris 1 oignon 1 bouquet de persil riz basmati 1 vin blanc sec poivre sel;allumer le four a 180ac couper le chapeau des tomates et vider lintarieur on pourra faire de la sauce avec lintarieur des tomates pour servir dans une autre recette les placer dans un plat allant au four laver et aqueuter les champignons les hacher au mixer hacher le persil et loignon en petits morceaux malanger les champignons le persil loignon avec la chair a saucisse assaisonner remplir les tomates dune boule de farce de faaon a ce que la farce dapasse du haut de la tomate replacer le chapeau de la tomate sur la farce verser du vin blanc dans le fond du plat environ 1 cm de hauteur pas plus car les champignons vont faire du jus et enfourner pendant 35 mn au bout de 35 mn le liquide vin jus de cuisson doit atre monta verser directement dans le liquide le riz basmati et remettre au four environ 15 mn servir immadiatement se congale tras bien avec le riz surtout en petites barquettes pour lhiver un ragal
